"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"349",-3,3,-3,-3,-3,-3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,-3,0,-3,3,3,3,3,-3,3,3,3,3
"350",2,2,1,2,1,2,1,1,2,2,3,0,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,2,1,2,1,2,1,1
"351",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"352",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"353",-1,1,-1,0,1,0,-1,1,2,-1,-1,0,-1,0,-1,-2,0,1,0,0,0,-1,2,-2,1,1,-1,1,1,1,2,0,0,1,0,1,1,2,2,2
"354",-3,-3,-3,-3,-3,-3,-3,-1,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,1,-3,-3,0,-3,-3,-1,-3,-3,-3,-3,-3,-3,-1,-2,1
"355",-3,-3,-3,-3,-3,-3,-3,-1,0,-3,-3,-1,-3,-3,-1,-3,-3,0,-3,-3,0,-2,-1,-3,0,-3,-3,0,-3,-2,-1,-3,-3,-3,-3,-3,-2,-1,-3,0
"356",-1,1,1,1,1,1,1,2,2,0,1,1,-1,0,1,0,-1,1,0,-1,0,1,2,-1,2,1,0,0,1,1,1,1,0,1,-1,0,1,1,2,2
"357",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"358",-2,-1,-3,-3,-3,1,-3,0,1,-3,-3,2,-2,-3,-3,-1,-3,-2,-3,-3,1,-1,0,0,1,2,-2,-3,-3,-3,-2,-1,-1,-2,1,-3,1,0,-2,2
"359",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1
"360",-3,-2,-3,-3,-3,-1,-3,1,1,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,1,-3,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"361",-3,-2,-3,-3,-3,-3,-3,0,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-1,-3,-3,-2,-2,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,-1,-3,-3
"362",-3,-1,-3,-3,-3,-3,-2,0,2,-3,-3,1,-3,-3,-3,-3,1,-2,-3,-3,-3,-2,1,-3,2,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-3,2
"363",-3,0,-3,0,-1,-2,-2,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,3,-3,-1,-3,1,-3,-3,-3,1,-2,-3,-3,-3,0,1,-2,2,3
"364",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"365",-3,-3,-3,-3,-1,-3,-3,-1,-2,-3,-2,-2,-3,-3,-2,-1,-1,-3,-2,-1,-1,-2,-1,-2,-3,-3,-3,-1,-2,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-1
"366",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"367",-2,-3,-1,-2,-1,-2,-1,-2,-1,-3,0,1,-3,0,-1,-1,-1,-2,-3,-1,0,-2,0,-2,-1,-2,-2,0,-2,1,-1,0,-1,-1,1,-1,-1,0,-2,-1
"368",-3,-2,-3,-3,-3,-2,-2,-2,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-3,-2,-3,-3,-2,-3,-3,-2,-3,-2
"369",-3,2,0,0,2,2,-3,-3,0,1,3,3,2,0,1,-2,2,3,0,1,2,-1,2,3,3,2,2,2,1,2,-3,-1,1,1,3,-2,3,0,1,1
"370",-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"371",-3,-2,-3,-3,-3,-1,-3,-1,2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,0,-3,-3
"372",-3,1,-1,3,0,-1,-2,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-2,0,1,3,0,-1,3,3,3,2,2,1,2,2,3,3,3
"373",-3,3,-3,3,-1,-3,0,1,3,-3,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,0,2,0,2,-2,0,3,-3,3,2,2,3,3,-1,2,3,3,3
"374",1,3,-1,3,0,1,2,2,2,-1,-2,-2,-2,-3,-2,-3,0,-3,-3,-3,-3,2,2,0,3,2,3,1,1,2,2,2,2,2,2,2,1,3,2,3
"375",-2,2,-1,3,-2,-2,1,2,3,-3,-2,-2,0,-3,-2,-1,0,-3,1,0,0,0,2,-2,1,3,3,3,2,1,2,3,3,3,-2,3,1,1,2,2
"376",-3,0,-1,2,-3,-2,-1,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-2,-1,3,0,3,-3,3,3,-1,3,3,3,3,3,3,3
"377",0,1,-2,1,2,0,1,2,2,-3,-2,-3,-2,-3,-2,-2,-2,-3,-3,-3,-3,-1,1,1,0,1,3,2,-3,1,1,2,2,1,2,1,2,3,3,3
"378",-2,3,-2,1,-2,-1,2,0,3,-3,-3,1,-3,-3,-1,-3,-3,-3,-2,-3,-3,-3,2,2,3,3,-1,-2,1,3,2,-1,0,2,2,3,3,3,3,3
"379",-2,2,0,3,2,0,1,3,3,-2,0,0,-2,-2,-2,-3,-3,-3,-3,-3,-3,-2,3,0,0,-1,0,1,1,-2,3,1,0,1,0,3,1,3,3,3
"380",-3,3,-3,3,-1,-2,-1,-3,2,2,0,-3,-2,-3,-3,2,-3,-3,-3,-3,-3,-3,0,2,2,3,3,3,0,2,-1,3,3,3,2,3,-2,3,2,3
"381",-3,-1,-3,3,1,-3,-1,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,3,-3,-1,0,3,3,-2,2,3,3,3,3,3,3,3,3,3,3
"382",-1,-1,1,-1,0,2,-1,0,0,-2,0,0,-2,0,0,0,-2,-1,-1,-1,-2,-1,3,1,1,1,0,2,2,2,1,2,1,2,2,0,1,3,2,3
"383",-3,1,-3,3,-3,-2,0,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-2,2,-1,2,0,-3,-3,-3,-2,-1,1,2,2,0,3,3,3
"384",-3,3,3,3,-3,0,2,3,3,-3,3,-3,-3,-3,-1,0,-3,-3,-3,-3,-3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"385",-1,0,-1,0,-2,-1,-1,0,0,-2,0,-2,-2,-2,0,-1,-2,-2,0,-2,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386",-1,3,1,3,-1,-2,0,2,2,-3,-2,-2,-2,-3,-2,1,-2,-3,-3,-3,-3,-2,0,-1,-1,-1,-2,3,3,3,-1,2,1,2,0,0,2,3,3,3
"387",-2,2,0,1,-2,0,-2,1,2,-3,-1,-1,-2,-2,-2,-3,-3,-2,-3,-3,-3,-3,1,-1,0,-3,-2,-2,-2,-2,-3,1,-2,1,-1,1,-1,1,1,2
"388",1,1,0,2,0,-2,-2,1,1,-2,0,1,-2,-2,-1,-2,-2,-3,-1,-2,-3,0,1,-1,-1,1,-1,2,1,1,1,2,2,2,2,2,0,3,3,3
"389",-1,2,1,3,0,1,1,2,1,-2,0,-1,-3,-1,-1,0,0,-2,0,0,-1,1,2,-1,0,1,0,1,2,2,1,1,1,2,1,2,2,3,3,3
"390",-3,2,-1,1,-1,0,-2,2,3,-3,-2,-3,-3,-3,-3,-2,-2,-3,-2,-3,-3,-2,1,-2,-1,-1,1,2,2,1,2,1,2,2,0,2,3,3,3,3
"391",1,2,1,3,3,2,2,3,3,0,1,2,1,1,1,2,3,2,3,2,1,2,3,3,3,3,2,3,2,2,3,3,3,3,1,3,3,3,3,3
"392",1,3,2,3,3,3,2,3,3,3,3,3,2,0,1,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"393",1,3,3,3,1,3,3,3,3,-2,0,3,2,1,1,3,0,1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"394",2,3,3,3,2,3,1,1,2,0,1,3,2,2,2,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"395",1,3,3,3,0,2,2,3,3,-1,2,0,1,-1,1,1,0,1,1,1,2,1,3,1,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3
"396",-1,3,3,3,2,2,2,3,3,1,1,0,-1,-2,1,-1,-2,-1,-1,-1,1,-1,3,0,3,1,2,2,-1,1,2,3,2,2,1,2,2,3,-2,-2
"397",-1,3,1,3,2,2,2,2,3,-1,1,1,-1,-1,1,1,0,-1,2,3,-1,0,2,0,1,2,2,-2,2,1,3,3,3,3,3,3,3,3,3,3
"398",1,1,-1,1,-2,1,1,-1,2,-3,0,-3,-1,-1,0,1,1,1,1,-2,-1,0,1,1,3,3,0,1,2,0,3,3,2,3,3,3,3,3,3,3
"399",-2,1,-1,2,-1,-1,-1,1,0,-3,-3,-1,-2,-1,0,-1,-2,-2,-1,-2,-2,2,-1,-2,0,-1,1,0,1,2,1,2,2,2,0,1,3,0,0,2
"400",0,1,0,-1,1,0,2,2,3,-2,1,0,2,-1,1,2,1,1,2,1,0,2,2,0,3,3,1,2,1,1,2,1,2,3,2,2,2,2,2,3
"401",0,2,-1,2,-2,2,3,1,2,0,-1,-1,-1,-2,0,1,-1,2,2,0,-1,3,2,-1,2,2,1,2,1,1,2,2,1,2,1,2,3,3,3,3
"402",0,3,1,3,0,1,2,3,3,-3,0,3,0,-1,0,1,1,-1,2,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"403",-1,2,0,2,2,-1,0,2,2,0,0,-1,0,0,-1,1,-1,0,1,0,1,1,1,2,1,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2
"404",1,3,1,0,0,1,1,0,0,-1,1,-1,1,0,-2,2,-2,-1,3,1,-1,0,1,0,3,2,0,3,2,0,2,3,2,3,-1,2,3,3,3,2
"405",1,2,0,3,1,2,3,2,3,-2,-1,1,1,-1,1,2,2,1,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"406",0,2,0,2,0,0,1,1,1,-1,0,1,0,-1,0,1,-2,0,-1,-1,0,0,2,1,1,3,-1,3,2,1,3,3,2,3,3,2,3,3,3,3
"407",-1,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,2,1,1,1,1,2,2,1,2
"408",1,1,2,3,2,0,0,1,2,0,2,1,2,-1,2,1,0,1,3,2,1,3,2,2,0,0,1,0,2,1,3,2,0,2,1,1,-1,2,-1,0
"409",2,2,3,3,1,2,3,2,3,1,1,2,2,-2,2,3,3,1,3,2,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"410",1,3,0,3,1,2,2,2,3,-1,2,1,0,0,0,-1,2,1,2,3,1,2,3,1,2,1,3,2,2,2,2,3,2,3,0,3,3,3,2,3
"411",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"412",2,3,2,2,2,2,3,2,2,2,3,1,2,2,2,2,1,1,2,2,2,3,2,3,2,3,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"413",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"414",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"415",2,2,3,3,2,3,2,3,2,3,2,3,2,2,2,2,3,3,2,2,2,2,3,2,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3
"416",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,0,3,3,3,2,3,3,3,3,3,3,3,3,3,3
"417",2,2,2,0,1,2,2,1,-1,0,0,2,1,0,1,2,1,-1,2,2,2,2,-2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2
"418",2,2,2,3,3,2,2,2,2,2,3,3,2,2,1,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,3
"419",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"420",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"421",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"422",3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"423",3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"424",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"425",3,3,2,3,2,3,2,2,2,3,3,1,1,1,2,0,1,3,2,1,2,2,2,3,1,2,2,1,1,3,2,2,1,3,1,3,1,2,2,2
"426",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"427",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"428",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"429",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"430",2,3,2,3,1,2,2,0,3,2,2,3,1,2,1,3,2,1,2,2,2,3,2,1,3,3,2,3,3,3,2,2,2,3,2,3,3,3,3,3
"431",2,2,0,0,2,2,2,2,2,2,3,2,2,2,0,2,3,2,3,3,2,2,2,0,3,3,3,2,1,2,2,2,3,2,2,3,2,3,2,3
