"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"268",-1,0,-1,0,-2,-1,-1,0,0,-2,0,-2,-2,-2,0,-1,-2,-2,0,-2,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",-1,2,1,2,-1,2,2,2,2,-2,-2,0,-1,0,-2,1,-1,-2,1,-1,-1,1,2,-3,-1,0,-1,0,0,-1,0,1,3,2,1,1,2,3,1,2
"270",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"271",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"272",-3,2,-3,2,2,2,2,2,3,-3,-3,2,-3,-3,1,-3,-3,-3,-3,-3,-2,-3,2,1,1,3,2,1,2,1,2,2,2,2,2,2,3,3,3,3
"273",-1,0,-1,3,-2,-1,-1,2,1,-3,0,-2,-1,-2,-2,-3,-3,-3,-3,-2,-3,2,2,1,0,-1,-2,-2,1,1,1,-1,-1,-2,-2,-1,0,3,2,1
"274",1,2,0,2,1,1,3,3,2,-1,3,2,-2,-1,-2,0,-2,-2,-2,-2,-2,1,0,1,2,2,2,1,0,2,2,1,1,2,2,2,2,3,3,3
"275",-3,-2,-3,3,0,2,0,3,1,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,2,1,2,-1,-3,-3,-3,-3,0,0,-1,-2,1,1,-3,3,1,3
"276",3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"277",-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"278",1,1,0,2,1,1,1,1,1,-1,1,0,-1,1,1,1,-1,1,0,1,0,-1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
"279",1,0,0,1,2,0,1,3,3,-3,-1,-3,-2,-2,-2,-3,-2,-2,-2,-3,-2,0,3,1,-1,-2,2,-2,-2,2,-3,-2,0,-2,0,-1,1,3,-1,2
"280",0,2,-1,2,-2,2,3,1,2,0,-1,-1,-1,-2,0,1,-1,2,2,0,-1,3,2,-1,2,2,1,2,1,1,2,2,1,2,1,2,3,3,3,3
"281",1,2,2,0,-1,0,1,1,1,-1,-1,0,2,0,1,1,0,-1,0,0,0,2,2,1,1,2,1,0,-1,1,0,1,0,1,2,0,1,0,1,0
"282",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"283",1,3,1,2,2,2,1,3,2,-2,1,3,1,-1,2,3,3,1,3,0,2,3,1,1,1,3,2,2,3,3,3,3,2,3,3,2,3,3,3,3
"284",-1,-1,2,-2,1,3,-1,-1,2,2,2,-1,2,1,-1,2,-1,-1,2,-2,0,2,1,2,-1,-2,1,-1,-2,-1,1,-1,2,-2,3,-1,3,2,-1,-1
"285",-1,3,1,3,-1,-2,0,2,2,-3,-2,-2,-2,-3,-2,1,-2,-3,-3,-3,-3,-2,0,-1,-1,-1,-2,3,3,3,-1,2,1,2,0,0,2,3,3,3
"286",3,3,3,3,3,3,3,3,3,-1,0,3,-1,3,3,3,3,3,3,1,-3,0,3,-1,1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3
"287",-2,1,1,-3,2,1,1,1,2,2,1,-3,0,0,-2,-3,-3,0,-3,-3,-2,0,1,0,-2,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"288",0,3,0,3,-3,3,3,3,3,-3,1,0,-2,0,0,-3,3,-3,-3,-3,-3,-2,3,1,0,-3,3,1,3,0,-2,0,0,0,0,0,3,3,3,3
"289",2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2
"290",-1,-2,2,3,-1,0,0,3,3,-3,1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,3,2,2,-2,-1,0,-2,-3,0,-1,-1,3,0,1,1,3,3,1,3
"291",1,2,2,2,2,2,3,2,2,-2,1,-1,0,-1,0,-2,-1,-2,-2,0,-3,-2,2,2,1,1,2,-1,2,1,2,0,2,1,2,2,2,3,3,3
"292",-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-2,3,-3,-3,-3,-3,-3,-3,3,3,3
"293",1,0,0,-2,0,0,0,-1,1,-2,-2,-2,-1,0,-2,-2,-3,-2,-3,-3,-3,1,-2,-2,-2,-2,-1,-3,-3,-3,-3,-3,-1,-3,-1,-3,-3,1,-1,-1
"294",-3,-3,-3,-3,-3,-2,-3,-3,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"295",0,3,1,3,0,1,2,3,3,-3,0,3,0,-1,0,1,1,-1,2,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"296",-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"297",0,1,1,3,1,0,1,1,3,-3,1,-3,-3,-3,-1,-3,-3,-3,-2,-3,-2,1,0,3,0,-2,0,-2,-2,1,0,1,0,0,0,1,1,3,-1,1
"298",-3,-3,-3,-3,-1,-3,-3,-1,-2,-3,-2,-2,-3,-3,-2,-1,-1,-3,-2,-1,-1,-2,-1,-2,-3,-3,-3,-1,-2,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-1
"299",-2,2,-2,2,3,-1,3,3,3,-2,-1,-3,-1,-3,-2,-3,-3,-3,-3,-3,-2,-2,-2,-1,-2,1,0,-3,-3,-3,-2,-3,3,-3,0,-3,-2,3,-2,1
"300",1,-3,2,0,-1,1,-3,0,0,-3,1,0,0,0,-3,-1,0,-2,-1,-2,0,1,1,1,1,-1,-1,2,-1,-1,0,-1,2,3,-1,3,0,3,-1,1
"301",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"302",-2,0,-2,3,-1,-1,-1,2,3,-1,-1,-2,-1,0,-1,-2,-2,-2,-2,-2,-1,-2,0,-1,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,-1,0,-1,2,1,1
"303",1,0,3,3,3,3,1,2,3,-3,2,0,2,0,0,0,0,-2,0,-1,-1,2,3,0,0,0,1,0,0,1,3,0,1,0,1,3,0,3,3,3
"304",-2,3,0,1,2,2,-1,2,3,-3,0,3,-2,-1,2,-3,-2,-1,-1,0,-3,-2,3,-2,0,1,-1,0,2,-1,2,3,2,3,1,3,3,3,3,3
"305",-2,0,-1,3,-2,-1,0,2,2,-3,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-3,-2,-2,0,-1,-2,-2,-1,0,0,2,0,1,2,-2,-2,2,3,2,3
"306",-3,2,-3,-3,-3,1,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"307",-3,-2,-3,-3,-3,-3,-3,2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-2,-3,-2,-2,-2
"308",3,0,1,3,3,0,3,3,3,-3,-3,3,-2,-3,0,3,-3,-3,3,-3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
"309",-1,0,3,-3,-3,-1,3,0,-3,0,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,1,-1,-3,-3,-3,-3,-3,-3
"310",3,2,3,3,2,0,3,3,3,-3,-3,0,-2,3,1,0,0,-3,-3,-1,-3,0,3,3,-2,3,3,0,1,0,3,3,3,1,3,3,3,3,3,3
"311",-2,2,0,1,-2,0,-2,1,2,-3,-1,-1,-2,-2,-2,-3,-3,-2,-3,-3,-3,-3,1,-1,0,-3,-2,-2,-2,-2,-3,1,-2,1,-1,1,-1,1,1,2
"312",-1,2,0,2,2,-1,0,2,2,0,0,-1,0,0,-1,1,-1,0,1,0,1,1,1,2,1,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2
"313",-1,-3,-3,-3,0,-3,-3,3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"314",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"315",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"316",-2,-3,-1,3,1,-1,0,0,3,-3,-2,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-1,0,1,-1,-2,-1,-3,-1,1,-3,-1,0,-1,2,1,-1,2,2,3
"317",0,0,-1,0,0,-2,-1,1,0,-2,-2,-2,-1,-1,-1,0,-1,-2,-2,-1,-3,-1,2,-1,-1,-2,-1,-2,0,-2,0,-1,1,-2,-1,-2,0,0,-1,-1
"318",-3,0,-1,-1,0,3,3,1,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"319",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-3
"320",3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"321",-1,3,2,2,-2,1,3,-2,2,-2,-2,-3,0,-3,-2,-3,-1,-3,-2,-2,-3,-2,1,1,1,-2,0,-2,1,-2,0,2,3,3,0,3,3,3,3,3
"322",1,1,2,2,2,2,1,2,2,0,0,1,1,1,-2,0,-2,-2,-2,-2,-1,2,2,2,1,1,2,-1,0,1,0,0,0,1,1,1,2,2,2,2
"323",-2,-3,-1,-2,-1,-2,-1,-2,-1,-3,0,1,-3,0,-1,-1,-1,-2,-3,-1,0,-2,0,-2,-1,-2,-2,0,-2,1,-1,0,-1,-1,1,-1,-1,0,-2,-1
"324",1,3,3,3,0,2,1,-1,3,1,-2,2,0,-2,1,-3,-2,-2,-2,2,-3,2,3,0,0,3,0,1,1,0,-1,2,-2,0,1,3,1,3,3,3
"325",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"326",1,-3,-1,-2,0,-3,-1,2,-3,-1,-1,-3,-3,0,-3,-3,-3,-2,-3,-3,-3,-3,-2,-1,-2,-3,-2,-3,-2,-2,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2
"327",-2,-2,-2,-1,-3,-2,-1,-1,-1,-3,0,-2,-2,-2,-3,-3,-3,-2,-3,-3,-1,-3,-1,-1,-2,-2,-3,-2,-2,-2,-1,-2,-1,-2,-2,-1,0,2,-2,-1
"328",-3,3,3,3,3,3,3,3,3,0,3,-3,0,3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3
"329",-3,-3,-3,-2,-1,0,1,0,-1,3,-3,-3,0,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"330",3,3,0,3,0,3,2,3,3,3,-3,-3,3,-3,-3,-3,-3,-2,-3,-3,-3,-2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"331",-3,-3,-3,-3,-3,-3,-3,1,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"332",-2,3,-1,3,2,1,3,2,3,-2,-1,2,-2,-1,-1,-2,-3,-2,-3,-3,-2,-3,2,-1,-2,-1,3,-1,-1,2,-1,0,-1,-1,2,0,3,3,1,3
"333",-2,2,0,3,1,2,-2,1,3,-3,1,0,-2,-2,-2,-1,-2,-1,-2,-1,-2,2,3,1,1,0,3,0,2,1,2,0,1,0,0,2,2,3,2,3
"334",3,0,3,3,2,3,3,3,3,-3,0,-3,0,-2,-3,-1,-3,-3,-3,-3,-2,3,3,3,3,3,2,0,3,3,1,3,3,3,3,3,3,3,3,3
"335",2,3,2,3,1,3,3,2,3,-3,0,1,1,2,-1,1,-2,-2,-1,-1,-3,-1,2,2,0,3,0,2,1,1,1,2,3,2,1,2,3,3,3,3
"336",1,2,2,3,0,2,3,2,2,2,-3,-3,0,0,0,-3,0,1,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"337",1,3,1,0,0,1,1,0,0,-1,1,-1,1,0,-2,2,-2,-1,3,1,-1,0,1,0,3,2,0,3,2,0,2,3,2,3,-1,2,3,3,3,2
"338",1,3,3,3,3,0,3,3,3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,3,3,0,3,3,3,3,3,3,3,3,3
"339",3,3,2,3,2,3,2,2,2,3,3,1,1,1,2,0,1,3,2,1,2,2,2,3,1,2,2,1,1,3,2,2,1,3,1,3,1,2,2,2
"340",-3,-2,-3,-3,-3,-2,-2,-2,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-3,-2,-3,-3,-2,-3,-3,-2,-3,-2
"341",-2,3,3,3,3,3,3,3,3,-2,-1,3,-1,3,3,-1,2,2,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"342",1,2,0,3,1,2,3,2,3,-2,-1,1,1,-1,1,2,2,1,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"343",-1,-2,-3,0,-2,-2,-1,-1,-2,-3,-2,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2,-3,-1,-3,-3,-3,-3,-3,-2,-3,-2,-3,-2,-2,-2,-2
"344",2,3,2,3,3,2,2,3,3,-1,2,3,1,1,1,2,1,2,2,3,0,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3
"345",2,0,-3,-3,-3,-3,1,2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3
"346",-3,-3,3,3,-3,-3,-3,2,1,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,-3,3
"347",-2,0,2,3,2,1,1,2,3,-2,2,-3,-2,0,-1,-2,-3,-2,-2,-2,-2,0,1,3,2,0,2,1,1,-2,0,-2,0,-2,1,1,1,3,-1,3
"348",1,2,3,3,1,0,0,2,3,-2,-1,-1,-1,-1,-2,0,-1,-2,-2,1,-2,-1,3,1,2,1,3,0,2,0,2,1,1,0,1,2,2,3,3,3
"349",1,3,2,3,3,2,3,2,3,-2,3,1,2,0,1,0,0,1,0,1,0,2,2,3,3,2,3,3,2,3,-1,3,0,3,1,3,2,3,3,3
"350",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"351",1,2,1,3,-1,1,2,3,3,-2,-2,2,-1,-1,-1,-1,0,0,0,0,-2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,3,3,3
"352",1,1,0,2,0,-2,-2,1,1,-2,0,1,-2,-2,-1,-2,-2,-3,-1,-2,-3,0,1,-1,-1,1,-1,2,1,1,1,2,2,2,2,2,0,3,3,3
"353",-2,0,-2,3,2,1,0,3,-2,-2,-2,1,-2,-2,-2,-2,-2,-3,-2,-2,-3,-2,2,0,2,1,0,0,3,-1,2,-1,0,1,-2,2,3,3,3,3
"354",-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2
"355",1,2,0,3,1,2,2,2,3,1,1,1,1,2,2,2,2,0,0,1,0,1,1,0,1,2,1,3,2,1,1,2,2,3,2,1,2,3,2,3
"356",3,3,3,3,3,3,3,3,3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"357",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"358",-1,-2,1,-1,-2,-3,0,0,2,-1,1,-2,-3,-1,1,1,-2,1,3,1,-3,2,0,-3,2,1,-1,1,1,-1,0,1,1,-1,3,-1,0,0,2,2
"359",1,3,3,3,3,3,3,3,2,1,1,2,-3,2,1,1,1,1,-3,-3,-3,1,3,2,-3,2,3,1,1,1,3,3,3,1,1,1,3,3,3,3
"360",-3,2,0,0,2,2,-3,-3,0,1,3,3,2,0,1,-2,2,3,0,1,2,-1,2,3,3,2,2,2,1,2,-3,-1,1,1,3,-2,3,0,1,1
"361",3,3,3,3,1,3,3,3,3,-1,2,3,3,3,2,1,1,0,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
"362",1,2,1,3,0,1,1,2,3,-2,1,0,0,1,-1,1,-1,-2,-2,-2,-2,0,2,3,0,2,1,0,3,1,3,0,0,0,2,1,2,3,3,2
"363",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"364",2,3,2,3,3,2,1,3,3,-3,-1,2,-1,-2,-3,2,-2,-2,-1,1,0,3,3,2,2,3,3,2,3,3,-1,3,2,2,0,3,2,3,3,3
"365",2,2,3,3,3,3,0,2,3,2,2,0,0,0,0,2,0,-3,-2,0,0,3,2,3,2,3,2,2,3,3,1,3,3,3,3,3,3,3,3,3
"366",1,3,2,3,-1,3,3,3,3,-1,1,2,2,0,0,0,2,-2,-3,0,-2,1,3,3,2,2,2,-1,1,3,3,3,1,3,3,2,3,3,3,3
"367",1,2,2,2,2,3,2,3,3,-1,-3,2,-3,1,-3,-3,-2,-1,-3,-3,-2,2,3,-3,0,1,-3,-1,2,3,2,-1,3,-2,-1,3,3,3,2,3
"368",2,3,2,3,3,2,0,3,3,-2,0,-2,2,-2,-3,1,-1,-2,-3,-3,-3,3,3,2,3,2,2,0,2,3,0,1,3,0,3,3,0,3,3,3
"369",-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"370",-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-1,-3,-3
